school_name,comment
四川工程职业技术学院,"努力,公办,龙头,求实"
四川师范大学,"过个,别来,后悔,聚是,辅导员,垃圾,前女友,含金量,公办,毕业,加添,老师,千字,川师,被川师,点赞,校友,四毛,二本,收分,重德,女生,好玩,厕所,极限,一分,nice,张聪,史味,劳动课,养驴,狮子山,23,不读,胡轩,专业,蒸蒸日上,王柯,cs,最史,仁川,十个,沾点"
四川希望汽车职业学院,"民办,冒充,pao,哈批,2202,真话,班石,血院"
四川幼儿师范高等专科学校,"垃圾,一套,尼姑庵,高中"
四川建筑职业技术学院,"比人,空调,早操,极限,廖先生,胡静,打灰,直通车"
四川护理职业学院,"门禁,出校,淋婚,爆改,食堂,不读,学校"
四川文化产业职业学院,"良心,专科,网卡,聚集地,社全,校园网"
四川文化传媒职业学院,"光出,雕丝,对象,学费,勾史,鸭儿,男女比例"
四川文化艺术学院,"陈子,规乱章,读不起,上课,三分,六分,学校,郭奇,出轨,一分,四川,校花,絮絮叨叨,民办,小时候,模仿,大专,天梯,20,一星"
四川文理学院,"母校,出门在外,文理,佛罗里达州,南坝,无脑,寝室,lj,博大,要读,只装,机柜,徐斌,满昏,23,tnnd,池浅,两格,狗史,垃圾,某羽协,欢欢,勾丝,食堂,课桌"
四川文轩职业学院,"三分,真不错,中职,大邑,五步,四川,假赛,依托,室友,绵阳,民办"
四川旅游学院,"八点,端盘子,钩史,22,唐完,事多,学校,亨专,旅游,养老,18,烹饪,公办,10,烹专,事邦,狗史"
四川机电职业技术学院,"归来,后悔,妖风,六星,白沙湾,处分,老师,航栓,一代,逃跑,公办,机电,真草,好话,勾史,金江"
四川民族学院,"公办,xie,蒋匪,重男轻女,lj,民大,学校,胡平,cos,香港大学,前女友,三停,chr,民院,深山"
四川水利职业技术学院,"2012,早晚自习,水院,分期付款,个事,专升本,校企,难民营,水利,皇家,拉里"
四川汽车职业技术学院,"民办,1000,学校"
四川现代职业学院,"心连心,冒充"
四川电力职业技术学院,"子弟,专碰瓷,看遍"
四川电子机械职业技术学院,"托斯,清华"
四川电影电视学院,"大院,杨迪,罗家,停水,赶紧,名来,很逆天,华侨城,说产,商业街,大学,四十分钟,鸡煲,妖风,上抖音,共和,半去,金牛,清涟,民办,赶头,没带,炮楼,出晨功,校门,事多,博士,进化,晨练,欢乐谷,川影,目的,北有,吸血,小可爱,电影学院,告诉,寝室"
四川科技职业学院,"实名,四川人,启蒙,民办,饺子皮,川科,荒野,钱学森,室友,信院,学校,银行,新区,谢帝,碧养"
四川美术学院,"史堂,黄桷,美的,插画,公办,展别,超到,更乖,快逃,半吊子,美院,女女,正确,性取向,去过,PPT,校园环境,前女友,国央清,电瓶车,五分钟,大坏蛋"
四川职业技术学院,"遂宁,无敌,好样,满分,外卖,睁起,百年老,校区,全是,大一,二十多公里,蒋桑,广告,双高,不多,boy,七中"
四川航天职业技术学院,"广场,展开,张皓南,洗脚城,比登,公办,高中,冒充,400,勾史,五分"
四川艺术职业学院,"勾史,遗照,死藏包,乐涩,网卡,失业,爆改"
四川西南航空职业学院,"毕业,初中,军校,就业,一天到晚,一星,水浅,学员,金堂,不错,杂七杂八,雨伞,民办,旗台,不考,满昏,宿舍楼,实则"
四川警察学院,"分打,老哥,高中,专升本,全删"
四川财经职业学院,"阿波,半天"
四川轻化工大学,"停水,柔千挺会,参差不齐,652,川化,机自,汇南,宜宾,理工大学,抽来,四川,溢出,哈哈哈哈,公办,工科,妹子,天坑,骂器,化机,内裤,职院,营盘,分期付款,人文学院,ikun,满昏,最头,qinghua,最烂,包谷,帅哥,白酒,细说,太过,少点,985,喜欢,白移枫,清华,食堂,冒充,整活,勾史,赢麻,陈小朋才,一出,返家,黄岭"
四川邮电职业技术学院,"依托,昨年,学长,大专,还累,技校,高中,几把,哈吉,大一刚,学哥"
四川铁道职业学院,"别来,高中,不酸,天不生,早八早,姥姥家,老师上课,deserv,进厂,幼儿园,铁路局,18T2,谎言,学校"
四川长江职业学院,"日龙,大门,同学,足浴,洗衣,民办,牙刷,长江,没到,香港,天堂,高考"
四川音乐学院,"四川大学,西索,炒蛋,学校,公办,西音,级新生,考进,成都市,曾勇,学风,抑菌,美女,日内瓦,很嫩,校区,大山,川音,说得好,ktv,瓜批,出名,lz,学生证,一星,母校,音院,川艺大,校考,给钱,玩个,夸赞,啊啊啊,美院,外校,啥时候,外卖,玩儿,妥妥,五星,懂得,快逃,舒适,卖金,成体"
四平职业大学,"导员,交学费,妖风,我学,勾史,洗脚,学费,交着,铲雪,校领导,后悔"
国际关系学院,"母校,挺舒服,关关,大学,国关,学校,学长,浓墨重彩,润贤,学仁史苑,大专,勾史,学生,史中,全靠,公办,四川人,池浅,批能"
培黎职业学院,"12,周内,点名,蹲坑,有种人,昌狗,学校食堂,也融,茄子,比矿院,就服,北外,培黎"
塔里木大学,"杨思涵,温度,塔大,958,农大,形式,草业,黄土背,南疆,说史,新生,学校食堂,塔里木,588,大清,学上,考研,淘到,补助,公办,昏君,六星,发钱,满昏,母校,我塔大分,放假,刘志博,沙子,太爽,211,四星,动科院,导员,学号"
塔里木职业技术学院,"学生会,纯纯,公办,无处不在,特别,高中,职院,达西"
复旦大学,"陈平,硬件,考研,学校,vv,酬宾,非卷,985,明子,沈逸是,我旦,champion2000,教授,211,拉低,清北,有张,评分,交大,复旦,自我,友来,公办,15,名头,外校,一泡,看得懂,正态分布,从多起,dna,翻修,高分,pre,张维为,极差,心碎,烂烂,正好,一个班,教学楼,情校,考不上,校庆,我交,财大,相伴,小时候,南区,入化,6.5,一流大学,赵逸飞长,gpa,浙复,科南,不思进取,三复,十八,三杰,3.3,等级森严,基因,宅舞,GPA,满分,跟风,光宗耀祖,杀院,请命,别来,恭喜,180,杰青,母校"
外交学院,"忽悠,low,难吃,男生女生,黑丝,分数,来学,校徽,重本,小而精,狠狠,top1,展览路,大爹,新宇,一栋,外交部,外交,外交学院,母校,外子"
大兴安岭职业学院,"半颗,暖冬,Sri,大傻春,史业,洞天,前女友,五颗星"
大同师范高等专科学校,"y7,学校,满分,早八"
大同煤炭职业技术学院,"yyds,工大,摒弃"
大庆医学高等专科学校,"医专,寝室,48,公办,冻死,加进来,难料,刘烨,21,2021,啥事"
大庆师范学院,"公办,一星,史入,前女友,六星,蜡鸡,考不起,淫乱,六颗,shit,念完,23,师范,11,隔壁,学生会,登个,庆师,官样,八人,抖音,舍是,学姐,女盆友"
大庆职业学院,"拍南校,篮球馆,学生,南校区,杨柳,枯燥无味,极限,环卫工人,加进来,实习,八人,导员,硬拖,那届,人上,放寒假,黄焖,上课,雪车,老实事"
大理农林职业技术学院,"三年制,坤史"
大理大学,"屏蔽,医学部,下关,宿舍,墙皮,几条,打卡,勾史,地州,外省,医学类,星给,分能,避孕套,人文主义,神金,卖东西,擅长,冷死,大理,划线,网红,坡校,宝鑫,只字不提,史中仙"
大理护理职业学院,"早晚自习,大专,大理,nice,来读"
大连东软信息学院,"嘎嘣脆,鸡公,月薪,只会,23,回寝,学生会,没小基吉,嗷嗷,一栋,情分,虞巍,空调,学费,陈雷,大连,收费站,10,厕所,28000,学生,分扣,十多次,五点,真多,学校,寝室,上山,缺点,吴学栋,魏俊豪,东软,21001040305,十块钱,看台,民办,冬天,大学"
大连交通大学,"中交,旷课,课教,胶带,东百小,卧槽,强项,大风,中车,旅顺口区,胡弗村,逆天,怀念,校区,铁专,挂科率,见过面,铁兵,哥牛,满分,重修,挂科,保证,川锦汇,清华,专科,海景房,焦铭泽是,交钱,就业率,大学,五费,就别,穿肠,黄凯,交大,脚先,djtu,林业大学,唯一一"
大连医科大学,"低保,这破,论剑,女友,海边,母校,我大外,见习,要查,某院,六朝,锅炉房,多条,雨雨,大连,教考,放在,学姐,一星,大五,校网,学医,还查,大医,登山,淫贼,爬坡,查寝,啥时候,一拖,佟永睿"
大连医科大学中山学院,"晚自习,老师,中山大学,吞并,必养,孩子,绝症,导员,分校,民办,这家,就会整,意难平,分得清,难吃,勾史,刮走,占地面积"
大连商务职业学院,"不好意思,词穷,民办"
大连外国语大学,"别来,不换,女儿国,垃圾,20,王睿,碧样,自信,学在,放书,进趟,喜欢,加蛋,怨种,脈罷,大外,抽象,运气,满分,寝室,国交,母校,五星,尚文,外国语,软院,封校,采花,绝杀,大风,寄校,对象,学校,虚高,日语,放纵,花园里,直饮水,国关"
大连大学,"小树林,二分,奶油,检讨书,菜鸟,23,大风,校园网,学长,体育,跑步,连小学,三百里,没装,南三,嘿嘿嘿,山城,公办,张嘉豪,川菜馆,小连,原神,黑山,北风,太帅,健将,守护者,难吃,跑操,聪是,学校,三本,十二载,川情,王金羽,财大,大连,混子"
大连工业大学,"满是,矿业大学,兽兽,留不住,泡崖子,艺术设计,破饭,供暖,愚公,极限,围栏,20,换寝,一辈子,老师,外卖,护栏,笃行,风大,二本,清华,费脚,网线,工带,生不如死,yfx,费劲儿,爬坡,不服,惦记,艺院,先别,环设,名宿,工大,底线,不识庐山真面目,原始人,爬山,一本,学姐"
大连工业大学艺术与信息工程学院,"庄河,学校,冰窖,良心,四世同堂,舍不得,东校区,民办,先当,农村"
大连枫叶职业技术学院,"太有,枫叶,暖气,手机,学牲,民办,有待"
大连民族大学,"东北,yyds,重拳出击,开会,偷摸,wyd,YYDS,pubg,考博,任课老师,早操,石榴,没吃过,人好,狗屁,有钱,早上,金石滩,这破,井盖,清华,几楼,公办,无敌,导员,准大一,说个,满昏,大连,哥们,老登,体测,太骚,校园网,年久失修,导员请,母校,中央民族大学,完事,小红帽"
大连汽车职业技术学院,"鸡架,电脑,上个,甄姬,评分,民办,保守,大学,不让,盖章,学校,学习"
大连海事大学,"高校,92,误人子弟,没错,查寝,活该,20,2.4,出圈会,二十多岁,90%,挺长,为啥,强制,大连,扣下,专业,宠物店,停长,一流,海事,学术,监狱,狗屁不通,农大,雪峰,卧槽,校领导,辫子,老师,寒窗,打卡,苦读,三国,公办,做过,多岁,211,7.8,回应,再选,11,多存,学校,md,有个,头发,有人,按计划,延毕率,最差,千来,冰窖,群演,大连海事大学,倒闭,低分,计入,嗤笑,贵校,控评,惦记,集合,东北大学,百川,12,学长,考研,分是,升旗,别来,驾校,导员,学汇"
大连海洋大学,"黑石礁,互刷,爬坡,刷分,一分,辣鸡,四颗星,石化,妥妥,文胜质,每羊,好评,cnm,瓦房店,六分,下限,六星,公办,海事,事多,驾校,懂不懂,特别,王建东,神官,军事化,母校,加分,保密,住嘴,令人发指,查寝,天不生,保研,海洋大学,实名制,哥们儿,食堂,能骗,说史,学弟,看不到,严查,一星"
大连理工大学,"yyds,想不出,风范,母校,每节课,考试,中心,开发区,华五,陵水,拷打,食堂,下架,烤肉,211,山脚下,治学,黑山,赞赞赞,川菜馆,大财,谢谢,fw,速装,冬暖夏凉,点赞,热评,别忘了,变温,985,啥样,牛魔,大连,后勤,奖励,古韵,天翼,淋浴间,28,666666,显示,招进来,评价,浪费,美团,埋土,法学院,学号,永远,百度,官方,乐圣,大楼,导入,懂得,大工,基础,死记硬背,分数,公办,工装,足球场,空调,元神,这坨史,干净,文体,管理层,打差评,有病,水龙头,窝工,拉稀,校区,上过,赞吐,公关,院士"
大连理工大学城市学院,"老师,五星,静谧,民办,山沟沟,纯路,大连理工"
大连科技学院,"大爷,学校,一星,寝室,父母双全,外贸,配得,对外经贸,之史,侮辱,不来,一换,波湾,间谍,罪犯,最低,能放俩,高智,一堆,皇家,成分,增砖,档案,曹博达,大连,第一,民办,五星,陈案,旅顺"
大连职业技术学院,"大技院,yyds,门口,211,出门,久仰大名,两星,一星,大吉,放假,女朋友,六星,李海进,一贯制,很次,学校,普湾,青春,学校食堂,公办,满分,学前教育,切磋,专科"
大连航运职业技术学院,"民办,兄弟,押金"
大连艺术学院,"可美,传晓,天高,鼓励,民办,皇家,三年,操场,救赎,吱声,贤俊,想不到,4.1,学校,奖学金,苏维埃,室友,一缕缕,义子,怀念,母校,学费,公办,学生,教学楼"
大连装备制造职业技术学院,"开上,孔孟之道,视力表,一星,还行,导员,人住,强点,民办"
大连财经学院,"黄悦,装逼犯,打游戏,一本,食堂,学院,民办,抬举,室友,深表同情,15,贵校,TOP,万达,大财,大连,垃圾,肯德基,势利眼,公办,越收"
大连软件职业学院,"质量,早上"
天府新区信息职业学院,"导员不回,进化论,民办"
天府新区通用航空职业学院,"没什么,炮哥,几块钱,命比,民办,勉强"
天水师范学院,"爱死,羽毛球馆,小到,进新,受罪,后悔,教学质量,公办,不错,水院,大饼,好点,前女友,1150"
天津中医药大学,"郭亮,您好,zk,苏泽楷,打卡,天中,09,2023,后悔药,大四,学弟,加油,非必要,摇摇头,校区,细说,211,勇博,渔粉,一星,建好,改六,进德修业,六星,规章制度,勾史,挂床,没胶,卫校,中医药大学,星星,中医,内场,史味,赵恩续"
天津中德应用技术大学,"一点,小姐姐,cs,难评,高考,建档立卡,腊鸡,评个,缺德,自愧不如,公办,aj,小丑,算不上,学会,说出,哈哈哈,老师,一流大学,之耻,iPhone,想往,01,建议,镖来,不坑,败类,孤儿,垃圾,贫困生,官网,学校,勾史"
天津交通职业学院,"4s店,依托,走读,三连嘎达桌,六星,体会,驾校,中专,乐色,好塞,爬楼,大专,苏珊,堪比,实名,504"
天津仁爱学院,"三万,毕业证,许睿,冒充,电压,三本,教室,仁爱,学院,王桢,民办,喜欢,哥富姐,宿舍楼,王阿火火,上课,一去,黑幕,两万多"
天津传媒学院,"拉出去,音教鲁蓉,影制,第九,文化,星级,山村,民办,比川传,煎饼,挂个,我爱你,保守派,音教丁,喜欢,dd,极限,为啥,5500,学院,学校,庇护所,室友,级音"
天津体育学院,"李赞,进校,20,毕业证,失业,少管所,史别,董平,黑车,市区,登迷,这一星,天中,一分,4.9,哈哈哈哈,学贵,东门,学长"
天津体育职业学院,"13,职院,笑笑"
天津农学院,"23,改名,宿舍,农业大学,小专,打游戏,别来,后悔,连上,校长,敏学切,限电,母校"
天津医学高等专科学校,"现代医学,公办,冷到,年龄,升本"
天津医科大学,"八年,医科大,大专,酱料,没事,学医,满昏,填报,上当,211,大学,中肯,便秘,读书,二本,天津,tmu,志愿,公办,活着,隔壁,喜欢,呵护,好家伙,收留,医科,读博,这是,新华,jr,考研,马后炮,医大,排面,事情,比上不足,黑天鹅,满分,中医药"
天津医科大学临床医学院,"五位数,危机,学校,公关,民办,可悲,人情世故,一星,咖啡机,别来,战狼,导员,金山"
天津商业大学,"TJU,美女,减速带,学校,几十分,商专,一星,别来,112,二本,纯纯,奶昔,郭雨,校园网,极限,修好,充门面,满分,垃圾,异母,低分,爆改,大学,宣传片,一分,天津,专科,商大,宇宙,遗止,舍友,好好"
天津商业大学宝德学院,"满分,广编,含金量,民办,一颗,徐天予,主楼,城建"
天津国土资源和房屋职业学院,"倒霉,疑似,国土,喷史,学校,公办,此生,游泳馆"
天津城市建设管理职业技术学院,"比事,啥样,爆改,校区,阿姨,打卡,连根烟,试一专,毕业生,实训室"
天津城市职业学院,"无语,以资鼓励,18,有点像,六星,tui"
天津城建大学,"天城,ytdb,call,鸭飞堂,没人认,二本,开水房,学成归来,12,荒废多年,一字史,物理课,CALL,自求多福,gs,城建,井盖,母校,有待,毕了业,挪窝,一届,保安,高不成低不就,tm,亚特兰蒂斯,载入史册,垃圾,学校,研一,学长,尖子生,六六六,不过如此,天津大学,打水,对象"
天津外国语大学,"ax101,dllm,一颗,马场,无数次,优美环境,哈呀母,这集,叶莹,esa,doge,澡堂,此星,南铜,嫌弃,港村,申请,学习班,这来,别报,男宿,上下床,天外,三星,评论,德业,不修,国交,大专,之地,不直,一言难尽,离家近,被删,越来越低,托史,外事学院"
天津大学,"前三到,高分,提前,太惨,隔壁,母校,抢走了,制夷,下限,公办,烤鸭,qs,同济,好点,北理,越来越,低分,可惜,进前,好多,实力,零分,天津,真不差,招生,宣传,15,考试,足球,校友,没个,985,天津大学,博士,早点,牌面,南开,师夷长,天大,兴学,不停,不行,211,换人,随便,工科,人渣,知名度,插座,强国,食堂,加油,延毕,仙女,烧鸭,我天,五星,组和,限制住,学校,盖饭,实事求是,扣饭,YYDS,分数线,第一所"
天津天狮学院,"修好,一个心眼,药学,房小,学院,废墟,民办,非说,一星,母校,匹配,说真的,天狮"
天津工业大学,"录取,刀削面,调休,你尬,工科,cba,图书馆,喷点,公办,孙嘉良,光鲜亮丽,我能,幸福感,神话,出列,赢麻,西青,放书,努力,满昏,工大,外校,姚村,22,怀念,做题,信箱,TOP3,学校,开开,母校,一集,同层,哥们,win,分享,朝迎,普通本科,服表"
天津工业职业学院,"公办,颐德励,中专,二食,心善,史中,市里,发水,原始森林,事挺,东西,垃圾"
天津工程职业技术学院,"颗星,学校,十班,楼门口"
天津工艺美术职业学院,"公办,小学,多钱,林肯,附属,六分,霉输生,地板,画室,太拉,高质,书比,迈巴赫,美术,放个,强烈建议,雅迪,沙比,食堂,战损,评论,行不行,院长,评分,热水,桑拿房,傅仪,进深,评价,增产,比猪,出勤率,校长,8000,啥时候,职业,极限,老古董,校区,吐槽,真怕,阿妈"
天津市职业大学,"公办,跳闸,22,大专,职大,纯纯,刘峰,小吃街,清华,我用,拿腔作势,大学,乡关,校园网,天大"
天津师范大学,"高校,改改,租界,红专,上难,师大,好吃,宿舍楼,尼玛,越来越,妖风,天津,疑似,母校,哥们,撒一泡,满婚,窑子,哈哈哈,师专,有面,六颗,教学楼,人间,棺材,沙皮,不住,放假,巴以,内个,反串,国际交流,一无是处,请华杯,无敌,配位,姚村,宿舍,查寝,翻修,学渣,小学老师,三日,26"
天津师范大学津沽学院,"挨揍,达芬奇,三号,18,回忆,号楼,学校,民办,这是,听说,当年"
天津广播影视职业学院,"倒闭,西青,景园"
天津机电职业技术学院,"兰德,官威,公办,违禁品,拉史,大专,当赏,没输,勾史,机电,查纸"
天津海运职业学院,"我太爱,军事化,海运,硬洗,开房,厕所,先不说,比中德,大连海事大学,一点,好队,受虐,锅包肉,差点,coke,咸水"
天津渤海职业技术学院,"前四后,石浩辰,高路鹏,公办,小康,市里,泳池,pashou,扒手,袁嘉敏,周六日,小树林,钟点房,TM,六日,小事儿,堆坡"
天津滨海汽车工程职业学院,"南开,庆祝,太好了,瘠薄,好好,大学,真实,哥们,哈哈哈哈,一星,民办,实名,放假"
天津滨海职业学院,"某女,冲水,公办,六颗,勾史,欧豪来,李荣浩,肺癌,评来,垃圾,校区,滨大,不爱冲,崇神,算了,满昏,六星,从未见过,13"
天津现代职业技术学院,"各系,yyds,不错,六星,NB"
天津理工大学,"食堂,何在,tuter,满分,方正,别补,90,工商学院,允崽,通知,师范,三年,没人来,删帖,南奔,为史,天理,4w,蒲公英,一届,王浩川,wbg,母丑,母校,人间,人才辈出,有没有,最棒,TUT,这分,好好,数量质量,海运,西青区,没灯,酬宾,工大,没得说,一分,输麻,允崽脑婆"
天津理工大学中环信息学院,"慈禧,干净,哥们,民办,本科,参见,帅哥,三本,半米,学哥,中专,支持,每晚,打碎,挂科,水课,交点"
天津生物工程职业技术学院,"巨形,两亩,fjh,大专,快点,中专,整座,二币,努力,疑似,此校,药校,汉堡,有肉,重量级,留住,前前,生物工程,画质,升本,别来,养殖,二环,要死,安迪,后悔,20,堪比,晚睡,哥们,坐车,刘英楠,学姐,冰红茶,吸烟室,舍友,懒得"
天津电子信息职业技术学院,"大专,一个班,没学,好好,大吉,前女友,满意,变大,23,无敌,垃圾桶,很棒,疫情,拌面"
天津石油职业技术学院,"吸烟室,拢共,评论,幼儿园,六分,学校,早八是,洗个,八国联军,校园网,六星,进村,加进来,暖和,最美,团泊洼,公办,石油"
天津科技大学,"椅子,不思进取,事故,建不全,天津,母校,能评,大分,人间,望子成龙,牢弟,女朋友,两星,公办,我大一,纯纯,爱高数,钱能,大专,破楼,COS,挂科,鸡去,西院,遥遥领先,评论,两分钟,nb,可连路,刘博,女少,罗嗣安,隔壁,集中营,manage68,加加,泰达开发区,入党,10,江大,2000,还花,黄狗,水课,大学,慎入"
天津美术学院,"没考上,读书,专业课,底蕴,主打,出尔反尔,当如王,麻雀虽小,不住,跑操,棒棒,朋友,juda,一万五,学术思想,一步之遥,澡堂,雅姐,182.5,哈哈哈,最多算个,宝马,六颗,李凤臣,诋毁,皮城,天美,23,美院,公办,尽在不言中,理解,点破,炸鸡,退钱"
天津职业技术师范大学,"有林捷,篮球馆,一般般,大专,师大,中职,六星,改命,四餐,六餐,吊打,硕士点,最棒,清华,TM,职教,最牛,逮到,打个,野鸡,改个,道路,鸡丝,本科,弟弟,专科,勾史,书读,不错,改名,垃圾,联培"
天津艺术职业学院,"下限,打压"
天津财经大学,"东北,垃圾,澡堂,211,进校,延延子,一星,财经类,100,要分,财大,二本,刨坑,满分,保安,财经大学,贵校,虫子,财院,分进,斯坦福,吊打,一万八,别来,顶个,985,高考,大专"
天津财经大学珠江学院,"我踏马,学院,满分,宝坻,堪比,挤死,边角料,清华,珠江,隔壁,亲爱,刘禹锡,搞对象,随性,断电,宿舍,五五开,四改,五星,民办"
天津轻工职业技术学院,"公办,628,星给,冲着,歪嘴,隔壁,海运,这么晚,舍友,王雪磊,能报,不冲,16,评论,乡关,四字"
天津铁道职业技术学院,"老师,校区,四台,这得,八十年代,拍过,浓厚,铁院,小学,公办,遗军,纯纯,1w,战损,六星,专业,家住,津铁院,太行,好评,奶大,哥们,日内瓦,一代,就业"
天津音乐学院,"干嘛,母校,别尬,音乐学院,解千愁,吊灯,这一星,分院"
天门职业学院,"坑人,下次,廖琪,天门,反诈,两字,高中"
太原城市职业技术学院,"波波,公办,该死,学生会,军事化,走读,别来,跑操,睿智,上尼码,虐待,子涵,城院,zxx,饭像史,宾利,分配资源,养猫"
太原学院,"走狗,下限,先修,一星,纯纯,六片,初恋,太原,战壕,误人子弟,贵物,贵校,学校,大专,肖申克,改派,21,谢雪梅,复议,本科,垃圾,金鼎,不来,晋中,六星,公办,东校区,找对象,升专"
太原工业学院,"自习,郭总,说史,用不起,绝笔,冬冷夏热,下辈子,早自习,丧尸,完米,实习,五虎上将,恶心,似一高,点满,太原,21,23,迎新,拾人牙慧,点赞,弱弱,刘慧朝,10,啥时候,配种站,排出去,捐书,检查一下,赶紧"
太原师范学院,"水管,打六星,汉堡,纯纯,喜欢,别问,一分,逆天,文科,分高,公办,录走,满昏,永远,非必要,洞天,差评,老师,乌金,早自习,真挺,镶金,当人,有幸,董岱潮,人间"
太原幼儿师范高等专科学校,学校
太原旅游职业学院,"开除,停水,脆骨,旅有,太旅,金币,18,晋泽翌,蹦迪"
太原理工大学,"网红刷,1600,社科,理工大学,往外,学校,避坑,后悔,满分,留学生,海南,黄家,运载,郑强,有朝一日,环境,禁言,迎西,120,明向,耻辱柱,原神,公办,考入,一般般,回忆,负弱,太理,同学,风扇,二外,sb,专业,211,风气,垃圾,17,一批,二本,唯一,看不起,四年,赶紧,哥们,中幸,科大,一方水土养一方人,一星,乃求,35,评太理,宿舍,母校,大学,流汗,灌饼,何不,吃苦,三本,毕业,断电,山西,空调,体前,11,清华北大,教室,奖学金,幸福,不批,每到"
太原科技大学,"母校,撤所,山西人,加油,哥们,APP,太科,校庆,符文,赵继泽找,万亮,中规中矩,大专,好字,公寓,省内,一比八,辣鸡,人生,林雨涵,别来,同桌,帝国,运动会,校区,七号,瓦大是,厉害,南校,依大,开学,安晓冬,流村,不好意思,排面,快来,机械部,扳机,宿舍,第一,南校区,重型机械,一星,建不起"
太原科技大学华科学院,民办
太湖创意职业技术学院,"byt,神话,我爱你,梅园,水平"
威海海洋职业学院,"官僚作风,吃史,学分,划走,山轻院,圣地,麻雀虽小,科来,郭永怀,学姐,哈哈哈哈,一分,大一上,私转公,接纳,分能,环境优美,综评,宿舍,养老院,要死,学号,逼样,整改,学生会,有手,实训,四眼,老铁"
威海职业学院,"细说,威职,形容,公办,评分,苟时,贵校,一分,追根究底,20,勾史,点赞,学校,边边角角,11,北洋水师,竞界,小丑,si,学弟,卫生,不错,删除,牛魔,享受,拔草,起球,史中,算个,截图,这是,宿舍,真假,山交,必吃,保洁,纯牛奶,啊啊啊,太好了,十五年"
娄底职业技术学院,"下辈子,公办,学生会,学校,电子厂,垃圾,何家兴,Apple,升国旗,哪位,参评,娄底,刘旭辉,大学,课多,没见,满分,做操,ML"
宁夏体育职业学院,"独苗,师哥,中考"
宁夏医科大学,"老校,学校,医科大,卫生所,PPT,医科,地说,六星,评论,宁医,早七,上个世纪,辣椒油,舍友,篮球场,五星上将,三哥,难评,分从,学分,公办,点牛,亲子,屁话,大五,打篮球,张家,报下学,宿舍,没用,扣分,很难,医科大学,马儿跑,没人会,23,篮球鞋,北名,一顿,21,睡烂,点个,周天,六颗,不自医,千千万"
宁夏大学,"宁大是,夸张,考研,烂透,校园,宁夏,脑子,985,亲爸,北民大,这破,488,好好,子涵,算了,停水,确实,还行,外省,210.5,鸡毛,辅导员,感觉,老师,不去,尼玛,占个,好处,吃不上,二民院,一分,西藏大学,公办,这分,四川人,666,宁大,彭带,不该,要死,朱开,最低,关键,惦记,比二民院,一星,绝唱,211,爱上,水平,学校,508,马儿跑,排队,不吃,六人,极限,不怪,看宁大,不配,河南,考出,大学,哈哈哈"
宁夏大学新华学院,"作证,收着,学费,干嘛,起码,停电,上课,南区,搭子,我校,校外,新华,冒充,宁夏,负责,假嘟,不吃,别问,根烟,要变,宿舍,五脏,好玩,民办,公办,最醒,早八,刘禹锡,大学,一年,哈毅鹏,土堆,小区,本升,跑道,不赢,占座,学校"
宁夏工商职业技术学院,"麻辣,满分,那史,断电,握草,保温箱,好吃,校服,公办"
宁夏师范学院,"县城,老师,公办,网差,爱宁师,刘嘉欣,挺不错,还行,附属中学,网络工程,升大,同一个,md,正事,朋友,高中版,20,别硬,睡神,西海固,师大,发展性,猪乃哈,大学,一半,早操,舍友,开心果,二号,固原,鸭子,前女友,感觉,满分,黄焖,五星,师范大学,建着,比山,白月光,混舍,就别,课程表,古雁岭,努力"
宁夏幼儿师范高等专科学校,"评论,恶心,心意"
宁夏建设职业技术学院,"朵朵,水校,导员,五千多,西吉,闹包,人太多,不冲,管一管,陈泽在,赵银瑞,山狼,能冲,宿管,太对,tm,上口,山狼太多,打扫卫生,帮子,贱校,评论,公办,50,鸭子,西海固,九美,啊啊啊,西头,早八,大二,邵海,学号,混凝土,哥班助,建校"
宁夏民族职业技术学院,"最高分,母校,升本,缴费,小教"
宁夏理工学院,"180,外太空,哈鑫,四书五经,第八个,宁理,夺冠,乃翁,徐晶,大学,亲爱,巴掌,女生,周末,hr,理工,同学,读博,值得,学生,低分,姚丽岩,分期,皮划艇,教育,昧着良心,迷惑性,关怀,民办,皇家,电驴,高校,升格,环湖,演戏,2w,区域,野鸡,篮球,赶紧,宁夏,学分,拖把"
宁夏职业技术学院,"山狼,舍友,矿大去,靳升亮,堪比,开房,宁职,人挤,好评,屁事,纯勾史,太为,一个劲,澡堂,作业,连补,专升本,诺大,餐厅,一念,院校,二狗,两层楼,晚自习,绿化带,不冻,血压高,985,哥们,炸裂,勾史,200,桥洞,风味,学分,不错,早操,深山,正确,导员,跑操"
宁夏艺术职业学院,"刚盖,师哥"
宁夏葡萄酒与防沙治沙职业技术学院,"导员,啥时候,早操,666,跑操,公办,走操"
宁德师范学院,"郑家,22,山顶洞人,闽东,水浅,goat,大爱,上宁师,宁德,高级中学,师资,李福洋,老家,琴湖,失业,工程院,学府,实惠,龟头"
宁德职业技术学院,"宁德,能拉,太妙了,活动中心,福安,纯史,公办,私立"
宁波卫生职业技术学院,"勾史,taotao,辅导员,宁卫,老保,酒吧"
宁波城市职业技术学院,"女朋友,外卖,这一星,少爷,沈子茜,nbcs,奇字,老师,环境优美,自助,学院,23,现场,公办"
