school_name,comment
广东财贸职业学院,"评比,壮拳,王牌,ljw,面子,方阵,多一点,军训,17,电商,黄牌,学长,比赛,20,用乾,2023.11,太好了,男女比例,项院"
广东轻工职业技术学院,"陈毅,案底,蒋承明,招生办,赛文,清华,排头兵,难评,勤工俭学,母校,南区,校区,篮子,大专,吃饱喝足,rip,一颗,去不成,__,校友,毕业生,钓鱼,海珠区,广轻大,专科,散步,goat,树叶,一根,李倩"
广东邮电职业技术学院,"就业,洗脚,校企,集贸,搞个"
广东酒店管理职业技术学院,"遍地,5G,南蛮,创新,太大,民办,图书馆,广酒"
广东金融学院,"案底,贷款,雍校,饭堂,哥们,政法大学,逆天,二栋,公办,校长,老师上课,挺好玩,tm,烧腊,校区,金花,厂全,痛点,清远,广全,选调生,男同,趁厂,22,招笑,华南农业大学,事事,feng,樱花,广财,柜员,哈哈哈,倒霉,请不起,粤金,专升本,整甘鸠,太痒"
广东青年职业学院,"村里,毕业"
广东食品药品职业学院,"太棒,晚修,售后,24,我奶,学长,选修课,向钱看,集贸,感官,来选,菜市场"
广元中核职业技术学院,"学校,大专,民办,昨昔,辈出,13"
广州东华职业学院,"钓鱼,没修,民办,好吃,理工,水课,隔壁,月影,不服"
广州中医药大学,"三饭,封校,饭堂,临床,大专,医专,goat,遭洪,惦记着,课室,学姐,失业,六颗,保送,住宿,耳熟,广外,简称,拌托史,一流大学,全跑,三元里,母校,睡好,校内"
广州体育学院,"在校生,喝酒,goat,至尊,一批,惯犯,人情世故,混子,没抄,此校,去过,广体,师傅,寸土寸金,租过,混日子,养老院,搞基,旷课,公办"
广州体育职业技术学院,"谭智城,小广体"
广州医科大学,"医疗系统,卫管,19shiying,双医流,一流,23,刷个,厂酱,六栋,垃圾,课多,呼吸,学信网,小白鼠,goat,公办,广医"
广州华南商贸职业学院,"极品,上课,300,没过,辅导员,大专,摆设,学校,背靠,dog,民办"
广州华商学院,"华商,报道,前女友,六星,民办,评分,神话,昏黄"
广州华商职业学院,"五饭,民办"
广州华夏职业学院,"民办,多于,一分,军事化,舒服,答题卡,美德,优秀,保安,毕业生,收不到"
广州华立科技职业学院,"李权庆,山上,锐评,一届,高校,彭俊乐,通知,民办,有命,大专"
广州南方学院,"不史,民办,点半加,隔壁,深山老林,兵留,大专,大山,门卫,最具,评分,会谢,szc,三百六十度,商学院,北边,之地,死贵,最低,蔡晓楠,gun,老虎,广州,垃圾,学院,满分"
广州南洋理工职业学院,"有钱,折扣,南洋,此校,睡觉,少不了,五星,民办,好点,纯纯,厕所,学校,分钟"
广州卫生职业技术学院,"枕边人,概括,课表,公办,蟑螂,大山,好评,部校"
广州商学院,"两星,蜘蛛网,羽毛球场,辅导员,商之楼,读书,学院,商学院,民办,试问,几万块,一份,快递,依托,广商,厂商,粤经,六星,学校,不错,祖安,及格,华师,网吧"
广州城市理工学院,"超市,不落,大赛,连床,20,学子,改名,六分,985,难吃,本科,碰瓷,母校,学费,学校,命运,溢出,诈骗,民办,花都,校外,大学,冒充,陌生人,理工,广州,厂管,感谢"
广州城市职业学院,"卡拉,养老院,戒网,市政,班主任,白云区,波刚,中专生,北校区,优点,校区"
广州城建职业学院,"网吧,事多,小吃街,学校,装修,断网,垃圾,一星,还来,支撑,民办"
广州大学,"byd,吹鞋,广外,餐尚餐,厂犬,我爱你,二本,厂大,20,上下床,还行,广州大学,疑似,玩不起,宿舍,火龙果,叶翔,453,专科,贵校,菜市场,外校,喷得,我厂,文创,只许,不求,公办,垃圾,盲猜,本升,社科类,很烂,目共图,不行,有纸,破厂,10,感动,土木,两星,6.6,纸醉金迷"
广州工商学院,"楼主,住宿,广州,只会,改名,有钱,一星,保安,过来人,学校,屈服,兄弟姐妹,本升,院校,一堆,技术学校,梁炜豪,昂对,民办,工商,破路,球场,母校,晕倒,体测,大专,体育,读一读"
广州工程技术职业学院,回从化
广州幼儿师范高等专科学校,"广铁,技师"
广州应用科技学院,"垃圾,断电,宿舍,小丑,摆烂,民办,学校,早晚自习,荒无人烟,记过,处分,体育,溢出,三包,查寝时,大专,一星,施瓦辛格,故评,jb,外墙砖,肇庆,电梯,冒险游戏,增城,牛魔,广应科,飘满"
广州康大职业技术学院,"开除,校区,民办,护考"
广州新华学院,"一分,专插,新华,广柯大,水浅,琳琳,民办,漂亮,两分,工学院,书院,学术交流,就行了,会计学院,图书馆,学费,广州,微信,老师,董事长,大学,要开,女儿,有幸,我发"
广州松田职业学院,"搞笑,民办,打是,广州,医保,省钱,哈哈哈哈,级方捷,早七比,肥婆"
广州民航职业技术学院,"没钱学,境界,民航,起得,爆改,冒充,江猪,长干,两格,白云机场,佛学院,王圣夫,招完,翻山越岭,专业,孤久,八人,公办,航院,一星,大学生,校园网"
广州涉外经济职业技术学院,"乱来,山里,民办,就值,100,减肥,不平,高考,意外"
广州现代信息工程职业技术学院,"野鸡,调头,进厂,德米,倒闭,多到,你校,辅导员,100,评论,民办"
广州珠江职业技术学院,"二万,养老,喜欢,民办,不来,实则,大学,学校,广州,进村"
广州理工学院,"完爆,理工大学,一整天,大学,周末,五星上将,学院,哪家,粉劣,舍长,不错,之王,开班,漂亮,职业,大一,宿舍,回校,30000,奇迹,惊喜,实名,学生,客观,广理,素质教育,垃圾场,1000,明天,考上,垃圾,叶保军,体测,最忙,烟花,教学楼,工人,一颗,民办"
广州番禺职业技术学院,"一年,挺不错,动物园,过山车,外卖,扣分,垃圾,球楼,学长,无话可说,学校,史中,森口,东区,伤心,六星,做主,别来"
广州科技职业技术大学,"民办,那颗,停课,姚庆,金边,求助无门,差评,2022,22"
广州科技贸易职业学院,"大一,字史,细说,tr,科贸"
广州美术学院,"人才,保研,种族歧视,复试,我会,人住,美院,女孩,2023,筷子,画得,南亭,男女比例,一对,ai,学费,哈哈哈,艺术院校,生日快乐,不停,大学,上个学,五点,大专生,翻川美,荔湾,佛山,李诗婷,校内,土鳖,尸体,男生,15000,中南美"
广州航海学院,"顶级,光脚,细说,校园网,广航,航专,我超,保洁,gsjn,公办,他妈,严查,cjb,贫困村,真的假,敢标,经典,堕落街,无脑,一分,玩意,地点,交通,好队,报下学,活雷锋,电商,校风,军管,本科,三流,高中,那会,勾士,大饼,大专,赶紧,学校,停水,老师上课,牛马,一筹莫展"
广州软件学院,"壁灯,民办,路灯,一进,五脏俱全,选修,住宿费,学校,23,原神,qq,种树,婚纱,收费站,学费"
广州铁路职业技术学院,"土木工程,专科,增城,石井,有刀,校区,花都,辅导员,校园网,大专生,依托,八百米,广铁,快递"
广西中医药大学,"没上,正常人,集贸,女生,助力,好几张,就行了,中医药大学,留学生,壮医罗小轶,害臊,同学,女生宿舍,倪哥开,打分,见过,赛院,系花,有位,钦佩,改成,拱火,摇尾巴,财能,中医药,校草,tui,有太多,学姐,一星,大清早,无语,崇洋媚外,武鸣,早晚自习,学校,六星,听说,公办,站不起来,石粒"
广西中医药大学赛恩斯新医药学院,"恩斯,民办,水洗,完课,一分"
广西交通职业技术学院,"交院,中区,美食街,小伙伴,上海交通大学,想不通,步数,五天,嚣张,回个,七两,三给,比亚,当猴,工程学院,屁事,发了,公办,一星,不发,大上,没封,跳个,失业,天不生,外卖"
广西体育高等专科学校,"逆天,南师大,欢迎您,校运会,画饼,缺装,高中,八栋"
广西信息职业技术学院,"门禁,邕高,次电,小学,好好,学校,配菜,12"
广西农业工程职业技术学院,"班里,签到,打饭,我家,男生,马山,一星,武校,路烂灯"
广西制造工程职业技术学院,"母得,晨训,螺母,美的,无可挑剔,舍管,一百"
广西医科大学,"细糠,吉沃特,图书馆,医专,哥们,细嗦,补上,学校食堂,下辈子,本部,666,哈哈哈,coke,高中,慈禧,校徽,说来听听,老哥,二本,广西师范大学,评价,智齿,985"
广西卫生职业技术学院,"医科大,湖有,桃源,实习,医学类,ckb,乐色"
广西国际商务职业技术学院,"牛马,好多,下雨,国商,校区,满昏,npy,网管,关心,看海,校企"
广西城市职业大学,"一阵子,三百多,之史,泪目,屏蔽,2.6,同学,两年,真实,学工办,大学,学妹,16.7,差评,学校,通知书,五星,进厂,隐藏,高考,民办,呜呜,雨伞,东西,昆山,抑郁症,大黑,15,流水线,原则,高中,校区"
广西培贤国际职业学院,"太小,食堂,打麻将,民办,创造,愿望,赔钱"
广西外国语学院,"女生,就别,下头,溢出,专业,RMB,广外,指个,毫不犹豫,妖风,大学"
广西大学,"比上不足,考不上,莫伟彬,菊捐,读过,母校,保研,名号,校训,24,读研,敲门砖,600,调剂,GOAT,广西,好点,不行,大四,goat,学院,26,二流,吃喝玩乐,错评,太高,庞富文,不错,笑话,荷花池,电梯,有幸,读博,复兴,说考,我学,朴成,211,研究生院,氧化,职业,五星,三秒,力学,大不给,区内,学校,外地人,厕所,狐臭,医科大,听过,大专,朴诚,高三,热爱,大学,差点,人间,西乡,拆分,洗衣机,真实,公办,西大,985,唯一,垃圾,西大动"
广西大学行健文理学院,"摆烂,专业,学校,依旧,新生,民办"
广西安全工程职业技术学院,"池浅,水质,别办,职校,王牌,逼样,手机"
广西工业职业技术学院,"晨跑,盗梦,2.9,学姐,内裤,网速慢,弃子,晨会,鱼别,学生会,处分,河池,贵校,羽毛球场,大专,劲道,两分,高中,水课,炸裂,二流,包一星,来气,广西壮族自治区,后悔"
广西工商职业技术学院,"从章,后悔,满分,蛮多,带笔,tm,中尧,武鸣,舍友"
广西工程职业学院,"鼠妇,246"
广西师范大学,"灯能,库库,停电,十一分,师大附中,小绿人,化药,玩不起,凑个,王丽,师范,贵校,师大,辅导员,蒋书达,出版社,师专,附属中学,垃圾,之破堪,花个,母校,公办,陈林,网速,鸡蛋糕,控评,dou,难吃,失饭,活久见,错不改,门禁,学生,广西,减速带,前十保研,抠门,狂吠"
广西幼儿师范高等专科学校,"琴房,刚想,勾史,公办,武鸣,女儿国,lose"
广西建设职业技术学院,"土木,港式,早餐,满昏,喷子,NO.1,本科,外卖,人模狗样,地方,男寝,在建,后悔,市政,哈哈哈,没选,操场,分到,图标,院校,庞宝,建院,失业,12,菜鸟,专业,飞虎队,我报,大圆满,三百万,废柴,大半夜,国商,人人爱"
广西机电职业技术学院,"黄苏婷,追着,男生宿舍,好吃,饭堂,公母,机电,名校,大专,中专,食堂,学校食堂,和尚,学长,海边,纯纯,进厂,民办,公制,电子厂,蹴鞠,小破,西乡,冒充"
广西民族大学,"你配,广西,sex,快逃,东校区,母校,六星,跳票,党校,西校区,仙女,喷出来,饭堂,帅哥,下桌,大粪,依托,民大,武鸣,西乡,一颗,酵藓,遥遥领先,外卖,废材,里建,学长"
广西民族大学相思湖学院,"广西,有福,溢出,30,爬坡,照不穿,npy0,马坚,相院,民办,实名制"
广西民族师范学院,"崇左市,早读,crush,大专,师范大学"
广西水利电力职业技术学院,"辅导员,停水"
广西演艺职业学院,"横刀立马,蜈蚣,民办,哈哈哈,有天,节奏,大隐,再也,演艺,假嘟,美食街,play,小老鼠"
广西物流职业技术学院,"广物,高攀不起,导员,贵港,北区,收假,食堂"
广西现代职业技术学院,"学校,师王,公办,三流,上不起,失恋,见桥,博主,晨读"
广西理工职业技术学院,"学校,溢出,神器,课是,威胁,室内设计,校长,误人子弟,广东,理工,宿舍,分区,打工,乱世,教室,盖章,民办,六折,崇左,饭后,不读,进厂,派遣,读书,弄不好"
广西生态工程职业技术学院,"皮城,一星,救赎,老哥,五星,星奴,外凸,小吃街,东区,很烂,烧鸭,舍友,老婆,越来越,包办"
广西电力职业技术学院,"小树林,提大奔,别学,出乡,校区,那猩,高校,电院,不包分配,220V,水院,六分,王萧寓,六星,公办,一辈子,南波,表白"
广西科技大学,"螺蛳,没水,二次元,专科学院,6.30,愧对,春光,搞错,插卡,缝纫机,六星,评价,满分,纯纯,这费,13,鸡毛,改过来,安全套,柳州,要会,东校区,一星,某东,柳工,毕业证,二本,外机,一本,垃圾,稳啦,倒数,破分,广西,柳石,满昏,清华北大,蹲大牢,柳东,考不上,出中出,调剂,公办"
广西科技师范学院,"柳州,满分,五毒俱全,来宾,生当,交上来,大专,满昏,沙漠,后街,翻山越岭,垃圾桶,信春洋,公办,师专,阿杰"
广西科技职业学院,"学分,民办,集中营"
广西经济职业学院,"外省,职业,倒闭,当猴,差点,两年,爆改,来经,包小三,垃圾,民办"
广西经贸职业技术学院,"依托,差评,学历"
广西职业师范学院,"校徽,校区,公办,贱人,重开,复读,星河,机电,暗恋,师院,校园网"
广西职业技术学院,"还行,没灯,每学期,k7,别硬,按灯,小树林,来广职,女朋友,K7,办事效率,大山,菠萝,师园,真实,六星,20,舍友,我记,勾史,五点,滚出去"
广西自然资源职业技术学院,"喜欢,黄景,偷车,外卖,极限,日月,它免"
广西艺术学院,"包养,公办,看不上,档案,哈哈哈,音乐,学院,人文学院,丰碑,路虎,真成,学校,美院,广艺,开个贴,广艺真,云艺,还读,影传,发错,一码,画画,豪车"
广西英华国际职业学院,"学长,贵校,民办,东西,一星"
广西蓝天航空职业学院,"集中营,伙伴,桂平,清华,大专,老生"
广西财经学院,"财经大学,宿舍,专科,开心,拍马屁,广财广财,500,破防,录取分数,签名,本降,母校,天坑,二十多,入学,桂圆,破带,好想你,前女友,广西,这辈子,农院"
广西金融职业技术学院,"潘文昊,工管,学姐,人才培养,2302mnz"
庆阳职业技术学院,"庆职,晚会,50,培训基地,差评,好像,老庆,跑操,真拉垮,好评,带文"
应天职业技术学院,"五分,民办"
廊坊卫生职业学院,"学校,公办,小树林,嚼蜡,尼死鹏,给点钱,学生会,难评,校徽"
廊坊师范学院,"爱死,大几,后悔,一星,985,电扇,大粪,goat,五星,食堂,满昏,撒尿,体院,还开,点评,垃圾,廊师,cpdd,停水,二十年,院校,空调,厕所,狗腿子,没装,不来"
廊坊燕京职业技术学院,"女朋友,蠕动,路修,中专,铁子,操场,勾史,超时空,停水,李旗庄,冒充,母校,王畅,黑烂,周六日,真可笑,辅导员,班主任"
廊坊职业技术学院,"六星,评论,学生会,西校区,垃圾,哪届,奥利,韬家军,宿舍,公办,极限,狗食,值日,食堂,生源"
延安大学,"没要,约等于,公办,校园网,延安市,一星,一堆,西科刷,私募,星是,山是,吴玉章,堪比,送进去,下桌,别洗,分配,学有所成,跑操,cjb,喜欢,五线,饭菜,延安大学,校区,大学,钱安,三本,掉线,校领导,一种,革命圣地,99,48,校规,YAU,英语老师,call,垃圾,好评,隔音,敢为人先,双非,第一网"
延安职业技术学院,"第二课堂,专升本,抖音,官威,666,垃圾桶,周三,贵物,延职,饥不择食"
延边大学,"恶意,带到,十号,考上,吱声,全打,录取,二本,4.0,冒充,韩国,高校,治愈,满分,打卡,600,二等兵,双非,香烟,生源,棒子,医学院,快手,打太低,冲水,川菜馆,地方,教会,延比,延大,微博,305,大门口,人民,带学,融合,辣坊,照顾性,16,唯一,有手,企是,孙境锴,吉林省延边朝鲜族自治州,李航企,一坑,分数线,妹妹,211,延边,四楼,半米,大学,高高,八人,朝族,朝鲜族,丁真,校区,23,挑挑,舍友,思密达,评分表,求真,公办,孙嘉奕"
延边职业技术学院,"金玉,分高,tui,声控,系银才,上网,懒说,校园网,优秀,金玉其外,延职"
建东职业技术学院,"管管,低调"
开封大学,"辣鸡,好听,不知足,四百多分,986210,洋开,学校,艺术系,19,我刚,异姓,大学,升本,勾史,中之烂,大专,母校,试试,理工,卫校,校名,哥们,望校,军事化,出国,焦作人,跑操"
开封文化艺术职业学院,"为耻,表演系,汗流浃背,闷骚,导员,六班,分期付款,晚自习,浅池,热死,9215,23,毕业证,五专,校企"
张家口学院,"校区,男厕,冒充,尔卓德,真冷,公办,元旦,高分,大一,12.17,没活,问问,好声好气,cospaly,本科,垃圾,六星,六颗,专业课,申遗,口子,限电"
张家口职业技术学院,"食堂,发错,职教,尔卓德,张职,宿舍楼,lj,张家口,宣科院,断电,六个,woc"
张家界航空工业职业技术学院,"逝棺牲,大专,吃不上,走出,大餐,滴奶,航院,分期付款,情商,学生会,没话说,公办,太妹,一星,完到,鸡鸡,淋过,六星,加课,无须,学妹,中专,狗付,学校食堂,13,大山,立大功,早晚自习,跟个,666,空乘"
徐州医科大学,"总分,母校,22,知汝远,麻醉科,焦威哥,试验品,隔壁,公办,高滴,绝唱,早晚自习,hsy,鸡腿,大儿,一拖,哈哈哈哈,好客,徐医,校园网,17,减速带,献祭,感人,我大,一本,难评,考上,黑子,徐州人,985,豆腐渣工程,满昏,扩建,yyds,修路,舍友"
徐州工业职业技术学院,"我孙,勾史,张驰,早操,改早,大爱,封神,20,专科,批事,贵校,一星,TMD,逆天,2301,章不举,我连墙,校园网,出省,丁允凯,coke,直直,切网,徐工院"
徐州工程学院,"误触,目的性,直视,细说,食堂,ZXM,男酮,主打,筹牛,警车,沙姜鸡煲,纯纯,徐工,徐砖,饭菜,公办,挺不错,金院,家门口,瘦肉粥,理工大学,俊杰,14,彼岸花,堂堂,遛鸟,滴嘟,城南,母校,学校,徐专,依托,校草,约炮,战神,体测,纯爱,电动车,东校区,护旗手,win,辅导员,牛魔,舍友,低分,凯隐,这念,最起码,老哥,割鸡,22,女孩子,白月光,电瓶车"
徐州幼儿师范高等专科学校,"挺好吃,对象,淳够,脑干,免男,这一星,事吊多,陈仕婷,小树林,老师,就会导"
徐州生物工程职业技术学院,"几十只,塘里,北宿,还装,贫困生,校徽,迷茫,农校,无敌,AJ,萝卜干,大事,混站,碧羊,小便池,徐生,2202,高职,这一星"
德宏师范高等专科学校,"讲座,大山,中学,升本,学校,公办"
德宏职业学院,"窑子,六分,社团,修好,老牟人,史归史"
德州学院,"认同,半条命,楼史,母校,王志坤,曲阜师范大学,奇葩,陈泽松,一分,神校,宿舍,半封建半,盲猜,号楼,哈哈哈哈,男神,德克萨斯州,东德,前男友,建桥,三个,速来,福泽,德院,西校,垃圾,23,清华,我华宇,10,中烂,学分,褚昭硕,东校,苏有,官威,这分,学院,统一大业"
德州科技职业学院,"青岛,低分,哥们,最差,参考,早六,舞台,路过,战损,学籍,配有,1.1,此门,玩意,招生,记名字,民办,一点,高中,中心,山庄"
德州职业技术学院,"很烂,勾实,灌输,班主任,学长,经管系,学生会,尼古丁,高考,3.6,带笔,篮球场,封校,说坏话,好评,有个,庄淑雯,很难,环艺,解封,看法,新生"
德阳农业科技职业学院,"水浅,修在,劳资,民办,工科,师资,不让,校门,高中,一星"
德阳城市轨道交通职业学院,"一万多,没得说,早操,民办,土豆"
德阳科贸职业学院,"寝室,宣传点,衬托,饭菜,学子,冒充,学生会,一分,劳资,可爱,一颗,民办,大学,担粪,点赞,一读,导航"
徽商职业学院,"满星,曹营路,前女友,男寝,徽商,前男友,刷个,中科大"
忻州师范学院,"混日子,一星,讲座,床单,拉史,高中,送个,像史,永远,栩栩如生,一般般,校区,舍友,操场,洗手池,塞鞋,最会,苞米,原神"
忻州职业技术学院,"押韵,技院,篮子,看够,内句,可悲可叹"
怀化学院,"厕所,看个,妈犯,怀院,文坛,不错,每一,给我发,恶心,喜欢,改成,报个,勾史,高中,一堆,学生会,学校,星星,shit,湖医刷,排开,校训,崽子,胡金,满分,哥们儿,别硬"
怀化师范高等专科学校,"很帅,中专,听说,军训教官,颠婆"
怀化职业技术学院,"疫情,早六,战俘,发消息,公办,666,12,早恋,书读,现场,一个班,23"
恩施职业技术学院,"课表,公办,狗石,兵王,官威,放进来,大专,教室,中职,吹个,六点半,电报,宋威,看不清"
惠州卫生职业技术学院,"控管,断水,重样,这壁,好贵"
惠州城市职业学院,"人间,辣机,停水,大专,21"
惠州学院,"东街,情钱东,计科院,公办,幼儿园,学校,仲恺,搭木酿,有没有,史史史,二本,惠大,行政效率,难吃,惠州,惠带,惠砖,空调,阆苑,四栋,s12,烂苑,改叫,惠专,踏浪,前女友"
惠州工程职业学院,"费是,豆浆,奥运,惠城区,住宿费,大专,屏蔽器,绿化率,学校,公办"
惠州经济职业技术学院,"去惠经,合作伙伴,没见,读惠经,学长,民办,拖拉机"
成都东软学院,"热死,买卡充,三斤,寻迹,学院,中国,图标,16,一大,der,烟花,燃烧,皇家,石天慧,校园卡,读书,兄弟,辅导员,物价,民办,学校,Hello,全校"
成都中医药大学,"死草,一万年,宅印,一流,已然,垂垂老矣,挂科,渔粉,赞同,卫校"
成都体育学院,"警告,农民,遗憾,哈哈哈哈,买不到,最火,岩雀,腐女,人情事故,哈哈哈,肌肉男,Az08S,秉持着,cyrp,川菜,gay,天文,gsy,耶路撒冷,读个,饺子皮,内裤,蔡俊楠,菊乐路,遭偷,简阳,永远,墙才,18,没直,lixiaoyong,185,鬼术,那请,辅导员,护理,确实,早操,体育,母校"
成都信息工程大学,"小时,驾校,win,成于,成信,停水,双流,拼团,全借,资环,小成信,专升本,别太会,环境工程,母校,月明星稀,信兵,陈睿,c1,信专,驾照,洪伯临,旷课,袁鑫,我能,丛刃,操场,谋面,一门,冒出来,先满,集合,孙浩真,计算机专业,堪比,院士,常乐,服务器,崩溃"
成都农业科技职业学院,"升本,校园,比史,海科,丰收,公办,很棒"
成都医学院,"昆明,湖里,公办,六星,医来,医科大学,拉中,王加,win,医科大,辅导员,肉眼,附院,成医,准准,兽医院,前荣升"
成都大学,"亲儿子,杨宇辰,努力,球得,大运会,林佳伟,测绘,评论,适合,小吃,东盟,母校,曹武继,青龙湖,董政锐,自制,分比,成都,化缘,借书,大专,记忆犹新,清远,哈尔滨,四十多分,50,集合,满昏,索南甲木措,好烂,成带,我求,大专生,xio,win,仙女,食堂,情商,我姐,好评,学院"
成都工业学院,"不报,打车,cdtu6,喊麦,牢弟,清华,hw,歧视,面下,一星,公共厕所,老婆,小学,二本,高专,慎重考虑,牛肉,一本,成功,伍科宇,川内,几百年,学友,公办,制图,加一星,快来,校徽,母校,工字,校园网,jlys,大专,五星"
成都工业职业技术学院,"省会,比狗,金堂,公办,极品,蛙跳,中专,天府,学分,其感,校区,廖烽旭,勾史,远市,难评,怎讲,甜蜜蜜,张瑾阳"
成都工贸职业技术学院,"几把,堪比,职高,真实,乡关,公办,人才,电商,街边,打滋粑,高中,学校,对标,技师,西校区,战俘,666,工装"
成都师范学院,"事多,叮当猫,外卖,史味,初恋,下跪,黄金,半托史,公办,TL,鸡公,前女友,数应,依拖史,断电,23"
成都文理学院,"学费,名不虚传,万加,战神,若尔,门禁,发来,民办,大学,皇家,细说,至上,天堂,LOL,文理,不干,外头,开会,头像,地方,像史,好多"
成都理工大学,"油专,大学,油见,哈哈哈,干掉,油间,赢油,成华,败笔,狠狠,专给,海东,石油大学,潲水,东苑,停电,校训,能录,麻省理工,学长,小黄,输光,步行,二仙,打出,输油,考研,985,坐个,原神,211,无脑,幼儿园,早自习,黄子锐,满昏,校徽"
成都理工大学工程技术学院,"理工,充电,如潮,高校,原神,核工业,完事,银杏,晨勃园,评论,一餐,民办,团歌,有马,心念,师院,感觉,公司,薄纱,apex,博物馆,贱人"
成都纺织高等专科学校,"测锁,你儿,寝室,纺专,犀浦,稀男纺大,这辈子,满昏"
成都职业技术学院,"亲儿子,个星,两万五,15,爆改,桑拿房,点个,真实,纯狱,澡堂子,一分,小偷,堪比,服务性,扫地,哥们,请不起,颗星"
成都航空职业技术学院,"大厂,早自习,泡起,早操,1000,食堂,升本,狗来,狗市,成航,脏银虫,高校,依托,公办,掰断"
成都艺术职业大学,"第一所,四川,一星,五星,水质,还行,民办,勾史,有够,辅导员,本科,几爷子,标志,美名,此门,范小勤"
成都银杏酒店管理学院,"课是,依托,爆改火,艺术,校服,窒息,蟑螂,银杏,充实,该单,民办,隔壁,学生,pua,朋友"
扎兰屯职业学院,"操场,牛牛,扎兰屯,还行,复国,早操,好多,糟糠,母校,汽修,集贸,差点,爆改,职业高中,不错,楼越,蛋子"
扬州中瑞酒店职业学院,"五脏,学校,下山,兄弟,食堂,小吃街,眨眼睛,几个,达芬奇,前一天,一首歌,民办,母校,校长,差评,就别,纯纯,爆改,700,大学,不念,皮城,俩口,找对象,不愁,两年,瞎说,第一名,确实,二十年,厉害,666,大二,稀有,一辈子,块钱,吱声"
扬州大学,"偏门,最牛,学长,老师,别卡,警犬,行政,爱校,shit,团委,学校,内招,要死,校区,校门,操场,李卓洋,傻杯,扬州,荷花池,排名,五毛,拉中,哈哈哈哈,疫情,扬大,兽医,在读,扬带,好惨,纯纯,名校,前女友,天天,多下头,垃圾,20,遗憾,法学院,江大,90,校园网,细说,特洛夫,原神,历史"
扬州大学广陵学院,"其行,库里,市区,考研,学校,校友,外卖,一星,满昏,五星上将,宿舍,私人,22,有个"
扬州工业职业技术学院,"填沙,卡口,外卖,金开诚,2302,中枢,垃圾,混进来,个门,养老,难吃,养大鹅,真黑,他妈,去防,舍友,评价,多年,西门,溢出,职大,每学期,西校区,恶心,校庆,人民,学校,断电,多破,吹牛皮,奇葩,下限,好评,水泥地,公办"
扬州环境资源职业技术学院,满满的
承德医学院,"啥时候,导员,考到,查宿,虎振,插多贵,没坑,导员事,影像学,医科大学,改名,妖风,别骂,跑操,爱死,医专,哥们"
承德应用技术职业学院,"装上,横行霸道,学校,学生会,好好,太好了,公办,喜欢,吱声,大专,极限,邯郸,想屁,黑社会,河北,立大功,跑操,繁星"
承德护理职业学院,"细说,校青协,很无语,三分,百亩,人间,太平间,天天,司马,苟尸,毕云涛"
抚州幼儿师范高等专科学校,"前女友,打六星,抚州,2144,抚幼校,五星,收走,scb"
抚州职业技术学院,"好喝,进厂,韩京,体贴"
抚顺师范高等专科学校,好考
抚顺职业技术学院,"太偏,抚大,学期,贵校,晚自习,学校,校检,邻居,细讲,刘硕,怪兽,学前,抚职,买袋,不停,热水,离谱,别来,浩冉吾儿,下乡,细说,手机"
揭阳职业技术学院,"清华北大,揭职院,揭职,教学设备"
攀枝花学院,"多修,校庆,开幕式,养老,郑鹏,一星,冒充,大饼,四人,xjq,罗萧,横批,西昌,学妹,俊杰,太君,五十周年,静明湖"
攀枝花攀西职业学院,"民办,绿化率,强大,慈禧,此校"
文华学院,"过早,726,结课,断电,室友,亿元,战狼,娘希匹,王晓博,热水,侯伟豪,学校,好评,24,洗澡,老师,张子,黄州,清北,不行,实名,流史,读研,乱搞,素质,文华,性价比,学费,635,水课,我要,民办,神话,书香,三点,华科前,做主"
文山学院,"领导,黑社会,勾史,六点,读过来,六朝,差评,大四,没差"
新乡医学院,"满课,碰瓷,男默,cue,旷课,中医药大学,改成,清华北大,食堂,没得说,2w,满分,五星,胡狗,大赏,苑熠阳,爱死,周圣奇,小学,公办,医科大学,家祭,分期付款,家乐,狗食,向阳路,依托,香香,疼娘,水卡"
新乡医学院三全学院,"学院,这真,一叫,学校,民办,来查,三比,中药,初中,新乡,造谣,评价,老子,教学质量,停水,上学,学个,抖音"
新乡学院,"前女友,王云龙,扣大分,上学,林亚豪,便宜,外国语,三分,霸气,女厕所,天热,教室,湖边,学姐,21,依托,周晓东,卷子,釜山,软件,无敌,黑马,平原,我下,宿舍,前男友,23,22,首评,学院,西区,勾史,12,水浅,家属院,后街,转车"
新乡职业技术学院,"职才,NB,23,委会,计算机,要叠,学习,勾史,班长,学生会,吴佳兴,点赞,查班,技校,牵绳,牌牌琦,单招,辅导员,食堂,公办,小店,咬人,很难,大三,学校,不想,拖史,慈禧"
新余学院,"达人,祖安,九江,饮用水,水课,双子星,勾史,毒气,烟卖,高专,学校,得史,可人,外卖,六星,山里,别尬,命是,垃圾,高校,新余,一流大学,考公,戴伟涛,臭臭,徐照"
新疆交通职业技术学院,"桌子,三大恶校,没上,三个,一百,牛来"
新疆农业大学,"附属中学,八天,细说,排行,工程学院,高中生,不来,内个,队真,再生父母,人寝,农专,校园,农奴,嘿努,实习,校犬,评分,棉花,别来,本科,分低,公办,米诺斯,立大功,万岁,太高,把子,00000000,垃圾"
新疆农业大学科学技术学院,民办
新疆农业职业技术学院,"文豪,破事,屁事,张作霖,好好,叶问,农职,靠边走,舍灰"
